STATE,CONSTITUENCY, Assets , Liabilities ,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,
West Bengal,BALURGHAT,2824728, -   ,Arpita Ghosh,0,AITC,Flowers and Grass,FEMALE,0,52,GENERAL,Graduate,505463,561,506024,35.34417729,42.23071062,1431704,
West Bengal,BALURGHAT,4632504, -   ,Ranen Barman,0,RSP,Spade & Stoker,MALE,0,50,SC,10th Pass,72917,73,72990,5.098120841,6.091449354,1431704,
West Bengal,BALURGHAT,21868500,9884000,Abdus Sadek Sarkar,0,INC,Hand,MALE,4,40,GENERAL,Graduate Professional,36698,85,36783,2.56917631,3.069759989,1431704,
Gujarat,BANASKANTHA,41819177,4500000,PARBATBHAI SAVABHAI PATEL,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,675650,3458,679108,40.00909635,61.52795181,1697384,
Gujarat,BANASKANTHA,40404078,2164385,PARTHIBHAI GALBABHAI BHATOL,0,INC,Hand,MALE,1,75,GENERAL,10th Pass,309446,1366,310812,18.31123659,28.15991824,1697384,
Gujarat,BANASKANTHA,763763,70000,THAKOR SWARUPJI SARDARJI,0,IND,Gas Cylinder,MALE,0,39,GENERAL,8th Pass,48516,118,48634,2.865232617,4.406295329,1697384,
Uttar Pradesh,BANDA,55794086, -   ,R.K. SINGH PATEL,1,BJP,Lotus,MALE,2,59,GENERAL,Graduate,477100,826,477926,28.07986256,46.18035157,1702024,
Uttar Pradesh,BANDA,655645059, -   ,SHYAMA CHARAN GUPTA,0,SP,Bicycle,MALE,0,74,GENERAL,Graduate Professional,418647,341,418988,24.61704418,40.4853746,1702024,
Uttar Pradesh,BANDA,43232650,13868284,BALKUMAR PATEL,0,INC,Hand,MALE,8,59,GENERAL,12th Pass,75350,88,75438,4.432252424,7.28931542,1702024,
Karnataka,BANGALORE CENTRAL,755529306,312521957,P. C. Mohan,1,BJP,Lotus,MALE,0,55,GENERAL,12th Pass,601170,1683,602853,27.34254135,50.33477027,2204817,
Karnataka,BANGALORE CENTRAL,158434648,45079101,Rizwan Arshad,0,INC,Hand,MALE,0,39,GENERAL,Graduate,531196,689,531885,24.12377082,44.40934902,2204817,
Karnataka,BANGALORE NORTH,209384539,104302653,D.V. Sadananda Gowda,1,BJP,Lotus,MALE,0,66,GENERAL,Graduate Professional,821934,2566,824500,28.93743968,52.84158931,2849250,
Karnataka,BANGALORE NORTH,132509044,15596951,Krishna Byregowda,0,INC,Hand,MALE,0,46,GENERAL,Post Graduate,675834,1148,676982,23.76000702,43.38727085,2849250,
Karnataka,BANGALORE RURAL,3388920717,519320305,D.K. SURESH,1,INC,Hand,MALE,5,52,GENERAL,12th Pass,877712,546,878258,35.16607687,54.11911581,2497458,
Karnataka,BANGALORE RURAL,293535096, -   ,ASHWATHNARAYANGOWDA,0,BJP,Lotus,MALE,2,59,GENERAL,10th Pass,670483,905,671388,26.88285449,41.37158435,2497458,
Karnataka,BANGALORE SOUTH,1346593, -   ,TEJASVI SURYA,1,BJP,Lotus,MALE,0,28,GENERAL,Graduate Professional,736605,2624,739229,33.36640353,62.1379944,2215489,
Karnataka,BANGALORE SOUTH,150801799,34400000,B.K.HARIPRASAD,0,INC,Hand,MALE,0,64,GENERAL,Graduate,407372,665,408037,18.41746901,34.29870963,2215489,
West Bengal,BANGAON,5265388, -   ,SHANTANU THAKUR,1,BJP,Lotus,MALE,8,37,SC,Graduate,685237,2385,687622,40.33844255,48.81415082,1704632,
West Bengal,BANGAON,22042316, -   ,MAMATA THAKUR,0,AITC,Flowers and Grass,FEMALE,4,51,SC,5th Pass,575382,646,576028,33.79192694,40.89211467,1704632,
West Bengal,BANGAON,5556977,524879,ALAKESH DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,1,55,SC,Graduate Professional,89996,126,90122,5.2868889,6.397743092,1704632,
Bihar,BANKA,19816050,405701,GIRIDHARI YADAV,1,JD(U),Arrow,MALE,1,58,GENERAL,Post Graduate,476948,840,477788,28.11519871,47.97742655,1699394,
Bihar,BANKA,68739932,618721,JAI PRAKASH NARAYAN YADAV,0,RJD,Hurricane Lamp,MALE,2,65,GENERAL,Post Graduate,276856,400,277256,16.31499229,27.84086117,1699394,
Bihar,BANKA,6940000,2250000,PUTUL KUMARI,0,IND,Gas Cylinder,FEMALE,3,61,GENERAL,Post Graduate,103448,281,103729,6.103881737,10.41602233,1699394,
Bihar,BANKA,6940000,2250000,MANOJ KUMAR SAH,0,IND,FLUTE,MALE,0,44,GENERAL,10th Pass,44394,4,44398,2.612578366,4.458257185,1699394,
West Bengal,BANKURA,19799440,3261495,DR. SUBHAS SARKAR,1,BJP,Lotus,MALE,1,65,GENERAL,Graduate Professional,672202,3117,675319,40.95557903,49.19837249,1648906,
West Bengal,BANKURA,12235759, -   ,SUBRATA MUKHERJEE,0,AITC,Flowers and Grass,MALE,2,72,GENERAL,Post Graduate,500122,864,500986,30.38293268,36.49785633,1648906,
West Bengal,BANKURA,7521446, -   ,AMIYA PATRA,0,CPI(M),"Hammer, Sickle and Star",MALE,1,67,GENERAL,Graduate,100014,268,100282,6.081729341,7.305749119,1648906,
Uttar Pradesh,BANSGAON,171706883,6049264,Kamlesh Paswan,1,BJP,Lotus,MALE,5,42,SC,Graduate,544434,2239,546673,31.21601729,56.37065199,1751258,
Uttar Pradesh,BANSGAON,8702160, -   ,Sadal Prasad,0,BSP,Elephant,MALE,0,62,SC,Post Graduate,391441,1764,393205,22.45271685,40.54566846,1751258,
Rajasthan,BANSWARA,58711904,1746729,KANAKMAL KATARA,1,BJP,Lotus,MALE,0,62,ST,Graduate Professional,710684,1025,711709,36.02918545,49.42049525,1975368,
Rajasthan,BANSWARA,34354639,6449772,TARACHAND BHAGORA,0,INC,Hand,MALE,0,65,ST,Post Graduate,405874,371,406245,20.56553513,28.20932304,1975368,
Rajasthan,BANSWARA,1229683, -   ,KANTILAL ROAT,0,BTP,Auto- Rickshaw,MALE,0,43,ST,Post Graduate,249964,797,250761,12.69439416,17.41264029,1975368,
Andhra Pradesh,BAPATLA,4158610,269000,NANDIGAM SURESH,1,YSRCP,Ceiling Fan,MALE,0,42,SC,8th Pass,592250,6007,598257,40.73458249,47.10692458,1468671,
Andhra Pradesh,BAPATLA,42520353,598794,MALYADRI SRIRAM,0,TDP,Bicycle,MALE,0,65,SC,Post Graduate,577403,4789,582192,39.64073642,45.84196196,1468671,
Andhra Pradesh,BAPATLA,34436000,1200000,K. DEVANAND,0,BSP,Elephant,MALE,0,64,SC,Post Graduate,42262,318,42580,2.899219771,3.352761185,1468671,
Uttar Pradesh,BARABANKI,18050127,3171774,Upendra Singh Rawat,1,BJP,Lotus,MALE,1,51,SC,Post Graduate,535594,323,535917,29.49736629,46.37131525,1816830,
Uttar Pradesh,BARABANKI,10294367,127553,Ram Sagar Rawat,0,SP,Bicycle,MALE,5,68,SC,10th Pass,425624,153,425777,23.43515904,36.84122633,1816830,
Uttar Pradesh,BARABANKI,12572577,27052,Tanuj Punia,0,INC,Hand,MALE,0,34,SC,Graduate Professional,159575,36,159611,8.785136749,13.81066844,1816830,
Maharashtra,BARAMATI,1408888704,5500000,Supriya Sule,1,NCP,Clock,FEMALE,0,49,GENERAL,Graduate,683705,3009,686714,32.47392138,52.52845903,2114663,
Maharashtra,BARAMATI,47572790,2250279,Kanchan Rahul Kool,0,BJP,Lotus,FEMALE,0,34,GENERAL,Graduate,528711,2229,530940,25.10754669,40.61291897,2114663,
Maharashtra,BARAMATI,4980257,3700190,Padalkar Navanath,0,VBA,Cup & Saucer,MALE,1,43,GENERAL,Post Graduate,43953,181,44134,2.087046494,3.375919248,2114663,
Jammu & Kashmir,BARAMULLA,597434000,104935,MOHAMMAD AKBAR LONE,1,JKNC,Plough,MALE,0,71,GENERAL,Graduate Professional,132969,457,133426,10.12538153,29.26015189,1317738,
Jammu & Kashmir,BARAMULLA,176868487,848606,RAJA AIJAZ ALI,0,JPC,Apple,MALE,0,67,GENERAL,Graduate Professional,103052,141,103193,7.831071123,22.63009349,1317738,
Jammu & Kashmir,BARAMULLA,8000000,6000000,ENGINEER RASHID,0,IND,Gas Cylinder,MALE,0,54,GENERAL,Others,100677,1491,102168,7.753286313,22.40531229,1317738,
Jammu & Kashmir,BARAMULLA,16556983,473600,ABDUL QAYOOM WANI,0,JKPDP,Ink Pot & Pen,MALE,0,59,GENERAL,Graduate Professional,53307,223,53530,4.062264274,11.73906083,1317738,
Jammu & Kashmir,BARAMULLA,12777435, -   ,HAJI FAROOQ AHMAD MIR,0,INC,Hand,MALE,0,55,GENERAL,8th Pass,34240,292,34532,2.620551278,7.572823625,1317738,
West Bengal,BARASAT,40531018,1496059,Dr. Kakoli Ghoshdastidar,1,AITC,Flowers and Grass,FEMALE,2,60,GENERAL,Post Graduate,647819,625,648444,37.73858549,46.44368906,1718252,
West Bengal,BARASAT,4949682,3370182,Mrinal Kanti Debnath,0,BJP,Lotus,MALE,0,68,GENERAL,Graduate Professional,537095,1180,538275,31.32689501,38.55302343,1718252,
West Bengal,BARASAT,11890602, -   ,Haripada Biswas,0,AIFB,Lion,MALE,0,61,SC,12th Pass,123817,251,124068,7.220593952,8.886157654,1718252,
West Bengal,BARASAT,33601000, -   ,Subrata Dutta,0,INC,Hand,FEMALE,0,57,GENERAL,Graduate,37236,41,37277,2.169472231,2.669901174,1718252,
West Bengal,BARDHAMAN DURGAPUR,26521750,744076,S.S AHLUWALIA,1,BJP,Lotus,MALE,0,67,GENERAL,Graduate Professional,597450,926,598376,34.51682013,41.75136706,1733578,
West Bengal,BARDHAMAN DURGAPUR,136680993, -   ,DR. MAMTAZ SANGHAMITA,0,AITC,Flowers and Grass,FEMALE,0,73,GENERAL,Post Graduate,595611,326,595937,34.37612845,41.58118713,1733578,
West Bengal,BARDHAMAN DURGAPUR,4267888, -   ,ABHAS RAY CHAUDHURI,0,CPI(M),"Hammer, Sickle and Star",MALE,2,50,GENERAL,Post Graduate,161103,226,161329,9.306128712,11.25664515,1733578,
West Bengal,BARDHAMAN DURGAPUR,16662068,89517,RANAJIT MUKHERJEE,0,INC,Hand,MALE,0,39,GENERAL,Others,38481,35,38516,2.221763313,2.687433409,1733578,
West Bengal,BARDHAMAN PURBA,20371283,148598,SUNIL KUMAR MONDAL,1,AITC,Flowers and Grass,MALE,0,61,SC,Graduate Professional,640490,344,640834,37.73854021,44.51463355,1698089,
West Bengal,BARDHAMAN PURBA,30401786, -   ,PARESH CHANDRA DAS,0,BJP,Lotus,MALE,1,61,SC,Post Graduate,550671,852,551523,32.47903967,38.3107704,1698089,
West Bengal,BARDHAMAN PURBA,5892873,2811235,ISWAR CHANDRA DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,2,58,SC,Post Graduate,175768,152,175920,10.35988102,12.22003566,1698089,
West Bengal,BARDHAMAN PURBA,2437669,513425,SIDDHARTHA MAJUMDAR,0,INC,Hand,MALE,0,37,SC,Post Graduate,38426,46,38472,2.265605631,2.672403433,1698089,
Gujarat,BARDOLI,28350217,3676869,PARBHUBHAI NAGARBHAI VASAVA,1,BJP,Lotus,MALE,0,49,ST,Others,740448,1825,742273,40.63851267,54.99764753,1826526,
Gujarat,BARDOLI,69345867, -   ,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,0,INC,Hand,MALE,0,53,ST,Graduate Professional,524474,2352,526826,28.84306054,39.03441275,1826526,
Uttar Pradesh,BAREILLY,126356142,13055209,SANTOSH KUMAR GANGWAR,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,563533,1737,565270,31.44485455,52.88056758,1797655,
Uttar Pradesh,BAREILLY,31857876, -   ,BHAGWAT SARAN GANGWAR,0,SP,Bicycle,MALE,2,63,GENERAL,12th Pass,397403,585,397988,22.13928702,37.23146696,1797655,
Uttar Pradesh,BAREILLY,1477686028,46548771,PRAVEEN SINGH ARON,0,INC,Hand,MALE,1,61,ST,Graduate Professional,74003,203,74206,4.127933335,6.941913418,1797655,
Odisha,BARGARH,11673429, -   ,Suresh Pujari,1,BJP,Lotus,MALE,0,59,GENERAL,Post Graduate,577074,4171,581245,36.41224339,46.4595333,1596290,
Odisha,BARGARH,90051634,3227600,Prasanna Acharya,0,BJD,Conch,MALE,0,69,GENERAL,Graduate Professional,516229,1077,517306,32.40676819,41.34882078,1596290,
Odisha,BARGARH,51024740,13451459,Pradeep Kumar Debta,0,INC,Hand,MALE,5,51,GENERAL,Graduate,108898,519,109417,6.85445627,8.745817607,1596290,
Rajasthan,BARMER,2402250, -   ,KAILASH CHOUDHARY,1,BJP,Lotus,MALE,2,45,GENERAL,Graduate,844104,2422,846526,43.60769017,59.49405253,1941231,
Rajasthan,BARMER,45063664, -   ,MANVENDRA SINGH,0,INC,Hand,MALE,0,55,GENERAL,Post Graduate,520856,1862,522718,26.92714056,36.73674778,1941231,
Assam,BARPETA,7398753,2703693,Abdul Khaleque,1,INC,Hand,MALE,0,44,GENERAL,Post Graduate,643441,1732,645173,38.2858133,44.22603934,1685149,
Assam,BARPETA,23701000,1032000,Kumar Deepak Das,0,AGP,Elephant,MALE,1,66,GENERAL,Graduate Professional,501319,3547,504866,29.95972463,34.60811841,1685149,
Assam,BARPETA,3389683,430436,Rafiqul Islam,0,AIUDF,Lock and Key,MALE,2,44,GENERAL,Doctorate,248360,307,248667,14.75638059,17.04590323,1685149,
West Bengal,BARRACKPORE,8055691,1100000,ARJUN SINGH,1,BJP,Lotus,MALE,24,57,GENERAL,10th Pass,471490,1504,472994,32.92841772,42.81655003,1436431,
West Bengal,BARRACKPORE,66207289,15925213,DINESH TRIVEDI,0,AITC,Flowers and Grass,MALE,0,68,GENERAL,Post Graduate,457870,267,458137,31.89411813,41.4716588,1436431,
West Bengal,BARRACKPORE,57140, -   ,GARGI CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,47,GENERAL,Graduate,117354,102,117456,8.176932968,10.63239851,1436431,
West Bengal,BASIRHAT,29088391,16881608,Nusrat Jahan Ruhi,1,AITC,Flowers and Grass,FEMALE,0,28,GENERAL,12th Pass,781920,158,782078,46.59783348,54.54700164,1678357,
West Bengal,BASIRHAT,5399604, -   ,Sayantan Basu,0,BJP,Lotus,MALE,14,42,GENERAL,Post Graduate,431105,604,431709,25.72211991,30.11008049,1678357,
West Bengal,BASIRHAT,2294651, -   ,Quazi Abdur Rahim,0,INC,Hand,MALE,1,51,GENERAL,Post Graduate,104137,46,104183,6.207439776,7.266372756,1678357,
West Bengal,BASIRHAT,6037297, -   ,Pallab Sengupta,0,CPI(M),Ears of Corn And Sickle,MALE,0,70,GENERAL,Graduate,68278,38,68316,4.070409335,4.764784285,1678357,
Chhattisgarh,BASTAR,7721293,1801236,DEEPAK BAIJ,1,INC,Hand,MALE,1,38,ST,Post Graduate,401539,988,402527,29.18719301,44.05167215,1379122,
Chhattisgarh,BASTAR,16073844,141005,BAIDU RAM KASHYAP,0,BJP,Lotus,MALE,2,46,ST,10th Pass,361727,1818,363545,26.36061204,39.78556756,1379122,
Chhattisgarh,BASTAR,1058000, -   ,RAMU RAM MOURYA,0,CPI,Ears of Corn And Sickle,MALE,0,42,ST,Post Graduate,38388,7,38395,2.784017658,4.201864601,1379122,
Chhattisgarh,BASTAR,547094, -   ,AAYTU RAM MANDAVI,0,BSP,Elephant,MALE,0,55,ST,8th Pass,30422,27,30449,2.207853982,3.332271787,1379122,
Uttar Pradesh,BASTI,8662344,322490,HARISH CHANDRA ALIAS HARISH DWIVEDI,1,BJP,Lotus,MALE,5,45,GENERAL,Post Graduate,469214,1948,471162,25.53414953,44.65139817,1845223,
Uttar Pradesh,BASTI,66059943,1166159,RAM PRASAD CHAUDHARY,0,BSP,Elephant,MALE,3,65,GENERAL,Others,437641,3167,440808,23.88914511,41.77478983,1845223,
Uttar Pradesh,BASTI,52812489, -   ,RAJ KISHOR SINGH,0,INC,Hand,MALE,0,50,GENERAL,Graduate,86453,467,86920,4.710541761,8.237293179,1845223,
Punjab,BATHINDA,2179919870,954852600,Harsimrat Kaur Badal,1,SAD,Scales,FEMALE,0,52,GENERAL,10th Pass,490811,2013,492824,30.38988796,40.98011547,1621671,
Punjab,BATHINDA,92906438,10422457,Amrinder Singh Raja Warring,0,INC,Hand,MALE,0,41,GENERAL,10th Pass,469412,1640,471052,29.04732218,39.16969415,1621671,
Punjab,BATHINDA,10604926,345000,Prof. Baljinder Kaur,0,AAP,Broom,FEMALE,0,33,GENERAL,Post Graduate,133728,670,134398,8.287624309,11.17568454,1621671,
Punjab,BATHINDA,598746355,13836396,Sukhpal Singh Khaira,0,PUNEKP,Key,MALE,1,54,GENERAL,12th Pass,37854,345,38199,2.355533274,3.176386358,1621671,
Maharashtra,BEED,167477926,98833794,Pritam Gopinathrao Munde,1,BJP,Lotus,FEMALE,1,36,GENERAL,Post Graduate,675841,2334,678175,33.15602533,50.1074298,2045405,
Maharashtra,BEED,160776182,8488691,Bajrang Manohar Sonwane,0,NCP,Clock,MALE,1,48,GENERAL,Graduate,509108,699,509807,24.9245015,37.66744345,2045405,
Maharashtra,BEED,4654000,1622000,Pro. Vishnu Jadhav,0,VBA,Cup & Saucer,MALE,1,62,GENERAL,Post Graduate,91972,167,92139,4.504682447,6.80775386,2045405,
Bihar,BEGUSARAI,83024577,12236000,Giriraj Singh,1,BJP,Lotus,MALE,6,66,GENERAL,Graduate,687577,4616,692193,35.34514717,56.43630713,1958382,
Bihar,BEGUSARAI,557848, -   ,Kanhaiya Kumar,0,CPI,Ears of Corn And Sickle,MALE,5,32,GENERAL,Doctorate,267917,2059,269976,13.78566592,22.01184995,1958382,
Bihar,BEGUSARAI,15483136,1446000,Mo. Tanweer Hassan,0,RJD,Hurricane Lamp,MALE,1,59,GENERAL,Doctorate,196800,1433,198233,10.12228462,16.16245537,1958382,
Karnataka,BELGAUM,366164525,198479638,ANGADI SURESH CHANNABASAPPA,1,BJP,Lotus,MALE,0,63,GENERAL,Graduate Professional,756986,5005,761991,42.82412117,63.12355961,1779350,
Karnataka,BELGAUM,315866105,225214094,Dr.SADHUNAVAR,0,INC,Hand,MALE,0,69,GENERAL,Graduate Professional,369944,743,370687,20.83271981,30.70782062,1779350,
Karnataka,BELLARY,40107878,250000,Y. DEVENDRAPPA,1,BJP,Lotus,MALE,0,67,ST,5th Pass,614274,2114,616388,35.18730584,50.4415357,1751734,
Karnataka,BELLARY,108217325,22231164,V. S. UGRAPPA,0,INC,Hand,MALE,0,65,ST,Graduate Professional,559970,711,560681,32.00719972,45.88280544,1751734,
Odisha,BERHAMPUR,11716989, -   ,CHANDRA SEKHAR SAHU,1,BJD,Conch,MALE,0,68,GENERAL,10th Pass,443145,698,443843,29.54118426,44.82868677,1502455,
Odisha,BERHAMPUR,31044317,1650465,BHRUGU BAXIPATRA,0,BJP,Lotus,MALE,4,44,GENERAL,Graduate Professional,347302,1697,348999,23.22858255,35.24932657,1502455,
Odisha,BERHAMPUR,360000000,8000,V.CHANDRASEKHAR NAIDU,0,INC,Hand,MALE,1,52,GENERAL,Graduate,142372,260,142632,9.493262693,14.40600674,1502455,
Madhya Pradesh,BETUL,15413532,875803,DURGA DAS (D.D.) UIKEY,1,BJP,Lotus,MALE,0,55,ST,Post Graduate,810237,1011,811248,46.69222539,59.72366189,1737437,
Madhya Pradesh,BETUL,113554, -   ,RAMU TEKAM (ADVOCATE),0,INC,Hand,MALE,0,31,ST,Graduate Professional,450802,205,451007,25.95817863,33.20290414,1737437,
Uttar Pradesh,BHADOHI,94089148,21696413,RAMESH CHAND,1,BJP,Lotus,MALE,6,44,GENERAL,10th Pass,508989,1040,510029,26.25612994,49.04771109,1942514,
Uttar Pradesh,BHADOHI,124899017,54880849,RANGNATH MISHRA,0,BSP,Elephant,MALE,5,59,GENERAL,Graduate,465412,1002,466414,24.01084368,44.85340857,1942514,
Odisha,BHADRAK,39417891,8958149,MANJULATA MANDAL,1,BJD,Conch,FEMALE,0,42,SC,Graduate,511772,1273,513045,30.87543127,41.77734385,1661661,
Odisha,BHADRAK,47223493,12150231,AVIMANYU SETHI,0,BJP,Lotus,MALE,0,49,SC,Post Graduate,480874,3380,484254,29.14276739,39.43288769,1661661,
Odisha,BHADRAK,23838000,2384493,MADHUMITA SETHI,0,INC,Hand,FEMALE,0,42,SC,Post Graduate,207134,576,207710,12.50014293,16.91386153,1661661,
Bihar,BHAGALPUR,6801126,5364747,AJAY KUMAR MANDAL,1,JD(U),Arrow,MALE,0,41,GENERAL,8th Pass,616724,1530,618254,33.89884967,59.26616832,1823820,
Bihar,BHAGALPUR,30364808,2180647,SHAILESH KUMAR ALIAS VULO MANDAL,0,RJD,Hurricane Lamp,MALE,0,43,GENERAL,12th Pass,339999,625,340624,18.67640447,32.6524039,1823820,
Maharashtra,BHANDARA - GONDIYA,627543615,19861338,Sunil Baburao Mendhe,1,BJP,Lotus,MALE,2,50,GENERAL,Others,646152,4091,650243,35.89417054,52.16370394,1811556,
Maharashtra,BHANDARA - GONDIYA,57462818,2050134,Panchabudhe Nana Jairam,0,NCP,Clock,MALE,0,64,GENERAL,10th Pass,448285,4564,452849,24.99779195,36.32838979,1811556,
Maharashtra,BHANDARA - GONDIYA,36343297,3616000,Dr. Vijaya Rajesh Nandurkar,0,BSP,Elephant,FEMALE,0,37,GENERAL,Graduate Professional,52433,226,52659,2.906838099,4.224403009,1811556,
Maharashtra,BHANDARA - GONDIYA,5995146,60000,K. N. Nanhe,0,VBA,Cup & Saucer,MALE,0,68,GENERAL,Graduate Professional,45587,255,45842,2.530531764,3.677530579,1811556,
Rajasthan,BHARATPUR,3117190, -   ,RANJEETA KOLI,1,BJP,Lotus,FEMALE,0,39,SC,8th Pass,701293,6699,707992,36.42320122,61.61965794,1943794,
Rajasthan,BHARATPUR,133045865,28346352,ABHIJEET KUMAR JATAV,0,INC,Hand,MALE,0,59,SC,Graduate Professional,387863,1730,389593,20.04291607,33.90799246,1943794,
Gujarat,BHARUCH,6835957, -   ,Mansukhbhai Dhanjibhai Vasava,1,BJP,Lotus,MALE,0,61,ST,Post Graduate,635374,2421,637795,40.76620354,55.42871992,1564519,
Gujarat,BHARUCH,3343699, -   ,Sherkhan Abdulsakur Pathan,0,INC,Hand,MALE,3,37,GENERAL,12th Pass,302890,691,303581,19.40411078,26.38325202,1564519,
Gujarat,BHARUCH,20146320,4595420,Chhotubhai Amarsinh Vasava,0,BTP,Auto- Rickshaw,MALE,6,73,ST,10th Pass,143093,990,144083,9.209411966,12.52179188,1564519,
Gujarat,BHAVNAGAR,17753161,3689036,DR.BHARATIBEN DHIRUBHAI SHIYAL,1,BJP,Lotus,FEMALE,0,55,GENERAL,Graduate Professional,655272,6001,661273,37.39603698,63.32564674,1768297,
Gujarat,BHAVNAGAR,75961835,5595198,PATEL MANHARBHAI NAGJIBHAI (VASANI),0,INC,Hand,MALE,0,50,GENERAL,10th Pass,329131,2623,331754,18.76121489,31.76983879,1768297,
Rajasthan,BHILWARA,232703276,1827380,SUBHASH CHANDRA BAHERIA,1,BJP,Lotus,MALE,0,62,GENERAL,Graduate,936065,2095,938160,46.97075293,71.5600403,1997328,
Rajasthan,BHILWARA,74900711,24650224,RAM PAL SHARMA,0,INC,Hand,MALE,1,52,GENERAL,12th Pass,325145,1015,326160,16.32981664,24.87850979,1997328,
Madhya Pradesh,BHIND,51108660,13400000,SANDHYA RAY,1,BJP,Lotus,FEMALE,0,45,SC,Post Graduate,522990,4704,527694,29.89202043,54.81299281,1765334,
Madhya Pradesh,BHIND,746723, -   ,DEVASHISH,0,INC,Hand,MALE,0,28,SC,Graduate Professional,327177,632,327809,18.56923392,34.0504011,1765334,
Madhya Pradesh,BHIND,12571690,540000,BABU RAM JAMOR,0,BSP,Elephant,MALE,0,67,SC,10th Pass,66345,268,66613,3.77339359,6.919271188,1765334,
Maharashtra,BHIWANDI,418850781,5645459,KAPIL MORESHWAR PATIL,1,BJP,Lotus,MALE,0,58,GENERAL,Graduate,522032,1551,523583,27.70133855,52.06646745,1890100,
Maharashtra,BHIWANDI,324522111,964774,TAWARE SURESH KASHINATH,0,INC,Hand,MALE,1,62,GENERAL,12th Pass,366671,583,367254,19.43040051,36.52070147,1890100,
Maharashtra,BHIWANDI,50883853, -   ,PROF. (DR.) ARUN SAVANT,0,VBA,Cup & Saucer,MALE,0,69,GENERAL,Doctorate,51259,196,51455,2.722342733,5.116820223,1890100,
Haryana,BHIWANI-MAHENDRAGARH,60642205,240000,Dharambir Singh S/o Bhale Ram,1,BJP,Lotus,MALE,0,64,GENERAL,Graduate,725725,10974,736699,44.53191257,63.18682638,1654317,
Haryana,BHIWANI-MAHENDRAGARH,1016118000,151084000,Shruti Choudhry,0,INC,Hand,FEMALE,0,43,GENERAL,Graduate Professional,290463,1773,292236,17.66505452,25.06514247,1654317,
Haryana,BHIWANI-MAHENDRAGARH,91521178,45967727,Swati Yadav,0,JNJP,Chappals,FEMALE,0,30,GENERAL,Post Graduate,84236,720,84956,5.135412379,7.286693781,1654317,
Telangana,BHONGIR,162543845,24069129,Komati Reddy Venkat Reddy,1,INC,Hand,MALE,14,55,GENERAL,12th Pass,532031,764,532795,32.72630223,43.93181929,1628033,
Telangana,BHONGIR,237458144,42963534,Dr. Boora Narsaiah Goud,0,TRS,Car,MALE,0,60,GENERAL,Post Graduate,527235,341,527576,32.40573133,43.50148461,1628033,
Telangana,BHONGIR,323073107,49080220,P.V. Shyam Sunder Rao,0,BJP,Lotus,MALE,7,46,GENERAL,Post Graduate,65222,235,65457,4.020618747,5.397282435,1628033,
Madhya Pradesh,BHOPAL,444224, -   ,SADHVI PRAGYA SINGH THAKUR,1,BJP,Lotus,FEMALE,1,49,GENERAL,Post Graduate,865212,1270,866482,40.43575388,61.51068846,2142861,
Madhya Pradesh,BHOPAL,380727853,13972396,DIGVIJAYA SINGH,0,INC,Hand,MALE,8,71,GENERAL,Graduate Professional,501279,381,501660,23.41075786,35.61234044,2142861,
Odisha,BHUBANESWAR,31677600,4329959,APARAJITA SARANGI,1,BJP,Lotus,FEMALE,0,49,GENERAL,Graduate,485793,1198,486991,28.65195643,48.42674797,1699678,
Odisha,BHUBANESWAR,92700106,270000,Arup Mohan Patnaik,0,BJD,Conch,MALE,0,63,GENERAL,Graduate Professional,462911,241,463152,27.24939665,46.05618004,1699678,
Karnataka,BIDAR,51836416,10239000,BHAGWANTH KHUBA,1,BJP,Lotus,MALE,1,50,GENERAL,Graduate Professional,583833,1638,585471,32.98251643,52.35576859,1775095,
Karnataka,BIDAR,123313691,7332800,ESHWAR B. KHANDRE,0,INC,Hand,MALE,0,57,GENERAL,Graduate Professional,467297,1340,468637,26.40067151,41.90788326,1775095,
Karnataka,BIJAPUR,504122985,1600000,JIGAJINAGI RAMESH CHANDAPPA,1,BJP,Lotus,MALE,0,66,SC,Graduate,633868,1999,635867,35.3733644,57.15694391,1797587,
Karnataka,BIJAPUR,49482018,14184713,DR. SUNITA DEVANAND CHAVAN,0,JD(S),A lady farmer carrying paddy on her head,FEMALE,0,42,SC,Doctorate,377342,487,377829,21.0186767,33.962371,1797587,
Uttar Pradesh,BIJNOR,2499628021,1016148176,MALOOK NAGAR,1,BSP,Elephant,MALE,7,53,GENERAL,Graduate,559824,1221,561045,33.71411402,50.91309532,1664125,
Uttar Pradesh,BIJNOR,49867061, -   ,RAJA BHARATENDRA SINGH,0,BJP,Lotus,MALE,3,55,GENERAL,Graduate,488061,3043,491104,29.51124465,44.56616629,1664125,
